item_code,item_name,manufacturer,description,quantity,unit_of_measure
7290110210335,לה בוטה - שמפו אלקסיר פרוטאין ללא מלחים לשיער יבש 750 מ''ל,לא ידוע,לה בוטה - שמפו אלקסיר פרוטאין ללא מלחים לשיער יבש 750 מ''ל,750,"100 מ""ל"
7290110563851,אנרג'י - מאגדת חטיף דגנים שברי אגוזים ושוקולד חלב 24 גרם * שישייה,שטראוס גרופ,אנרג'י - מאגדת חטיף דגנים שברי אגוזים ושוקולד חלב 24 גרם * שישייה,144,100 גרם
7290110572884,עלית - קפסולות קפה 20 חזק אש 10 יח',שטראוס גרופ,עלית - קפסולות קפה 20 חזק אש 10 יח',10,1 יח'
7290110808440,"פרולטה - חמאת גוף קוקוס 250 מ""ל",לא ידוע,"פרולטה - חמאת גוף קוקוס 250 מ""ל",250,"100 מ""ל"
7290111096389,בייביסיטר - מגבונים לחים לתינוק ללא בישום 60 יח' * תשיעייה,לא ידוע,בייביסיטר - מגבונים לחים לתינוק ללא בישום 60 יח' * תשיעייה,540,1 יח'
7290111341984,לילי - מגבוני נייר טואלט לח פיור 40 יח' * רביעייה,עלבד משואות יצחק בעמ,לילי - מגבוני נייר טואלט לח פיור 40 יח' * רביעייה,160,1 יח'
7290111344206,האגיס - מגבוני נטורל קר מבושם 56 יח' * רביעייה,עלבד משואות יצחק בעמ,האגיס - מגבוני נטורל קר מבושם 56 יח' * רביעייה,224,1 יח'
7290111345753,קוטקס - נטורל תחבושות נורמל 24 יח',קימברלי קלארק צ'כיה,קוטקס - נטורל תחבושות נורמל 24 יח',24,1 יח'
7290111345777,קוטקס - נטורל תחבושות לילה 16 יח',קימברלי קלארק צ'כיה,קוטקס - נטורל תחבושות לילה 16 יח',16,1 יח'
7290111346347,קלינקס - קלאסיק ממחטות נייר 70 יח' * חמישייה,קימברלי קלארק ישראל,קלינקס - קלאסיק ממחטות נייר 70 יח' * חמישייה,350,1 יח'
7290111346538,האגיס - פרידום דריי 5+ 28 יח',קימברלי קלארק ישראל,האגיס - פרידום דריי 5+ 28 יח',28,1 יח'
7290111346828,לילי - נייר טואלט אקסלוסיב קומפורט 3 שכבות מרופדות 32 גלילים,קימברלי קלארק ישראל,לילי - נייר טואלט אקסלוסיב קומפורט 3 שכבות מרופדות 32 גלילים,32,1 יח'
7290111347559,ניקול - מגבת נייר מגה 6=9 גלילים,קימברלי-קלארק,ניקול - מגבת נייר מגה 6=9 גלילים,6,1 יח'
7290111347702,האגיס - ערכת הריון ולידה,לא ידוע,האגיס - ערכת הריון ולידה,1,1 יח'
7290111348549,ניקול - מפיות לבנות חד שכבתיות 30*30 150 יח',קימברלי קלארק איטליה,ניקול - מפיות לבנות חד שכבתיות 30*30 150 יח',150,1 יח'
7290112004611,"וניש - ג'ל מרוכז לכתמים 200 מ""ל",לא ידוע,"וניש - ג'ל מרוכז לכתמים 200 מ""ל",200,"100 מ""ל"
7290112005045,וניש - מסיר כתמים אבקה לכביסה לבנה 480 גרם,לא ידוע,וניש - מסיר כתמים אבקה לכביסה לבנה 480 גרם,480,100 גרם
7290112005076,וניש - מסיר כתמים אבקה לכביסה צבעונית 480 גרם,לא ידוע,וניש - מסיר כתמים אבקה לכביסה צבעונית 480 גרם,480,100 גרם
7290112005168,פיניש - קוואנטום קפסולות למדיח 60 יח',לא ידוע,פיניש - קוואנטום קפסולות למדיח 60 יח',60,1 יח'
7290112005656,וניש - קליה ג'ל מסיר כתמים לכביסה לבנה 2.75 ליטר,לא ידוע,וניש - קליה ג'ל מסיר כתמים לכביסה לבנה 2.75 ליטר,2750,"100 מ""ל"
7290112006189,"איירוויק - ספריי מבשם ומנטרל ריחות כביסה באוויר 237 מ""ל",רקיט,"איירוויק - ספריי מבשם ומנטרל ריחות כביסה באוויר 237 מ""ל",237,"100 מ""ל"
7290112336637,"עלית - סוכריות יוגורט תות אוכמניות 80 גרם לל""ס","INTERVAN,S.A","עלית - סוכריות יוגורט תות אוכמניות 80 גרם לל""ס",80,100 גרם
7290112337474,"עלית - סוכריות פטל לימון 80 גרם לל""ס","INTERVAN,S.A","עלית - סוכריות פטל לימון 80 גרם לל""ס",80,100 גרם
7290112337481,"עלית - סוכריות קפוצ'ינו 80 גרם לל""ס","INTERVAN,S.A","עלית - סוכריות קפוצ'ינו 80 גרם לל""ס",80,100 גרם
7290112340122,אנרג'י - פריכיות 3 דגנים 135 גרם,"פרח תעשיות מזון בע""מ",אנרג'י - פריכיות 3 דגנים 135 גרם,135,100 גרם
7290112350312,עלית - קפסולות קפה 15 חזק במיוחד 10 יח',שטראוס גרופ,עלית - קפסולות קפה 15 חזק במיוחד 10 יח',10,1 יח'
7290112492449,"פינוק - שמפו לשיער רגיל 700 מ""ל","יוניליוור טיפוח אישי וביתי בע""מ","פינוק - שמפו לשיער רגיל 700 מ""ל",700,"100 מ""ל"
7290112492630,"פינוק - שמפו 3 ב-1 לגבר 700 מ""ל","יוניליוור טיפוח אישי וביתי בע""מ","פינוק - שמפו 3 ב-1 לגבר 700 מ""ל",700,"100 מ""ל"
7290112913487,מקס ברנר - חטיף פרוטאין שוקולד לבן וקרם אגוז 60 גרם,"מקס ברנר תעשיות בע""מ",מקס ברנר - חטיף פרוטאין שוקולד לבן וקרם אגוז 60 גרם,60,100 גרם
7290112914811,מקס ברנר - חטיף פרוטאין שוקולד לבן ופיסטוק 60 גרם,"מקס ברנר תעשיות בע""מ",מקס ברנר - חטיף פרוטאין שוקולד לבן ופיסטוק 60 גרם,60,100 גרם
7290112965684,פיטנס - חטיף מולטיגריין עשבי תיבול 25 גרם,לא ידוע,פיטנס - חטיף מולטיגריין עשבי תיבול 25 גרם,25,100 גרם
7290112965707,פיטנס - חטיף מולטיגריין צילי מעודן 25 גרם,לא ידוע,פיטנס - חטיף מולטיגריין צילי מעודן 25 גרם,25,100 גרם
7290112968821,פיטנס - קרקר דק בטטה 140 גרם,לא ידוע,פיטנס - קרקר דק בטטה 140 גרם,140,100 גרם
7290113560383,"סנסודיין - משחת שיניים להלבנה עדינה 75 מ""ל זוג",גלקסו,"סנסודיין - משחת שיניים להלבנה עדינה 75 מ""ל זוג",150,100 גרם
7290113560826,"פרודונטקס - משחת שיניים פרו אורגינל 75 מ""ל זוג",HALEON,"פרודונטקס - משחת שיניים פרו אורגינל 75 מ""ל זוג",150,"100 מ""ל"
7290114400800,GOOD PHARM - משקפי קריאה 2+,נינבו אל. טרייד,GOOD PHARM - משקפי קריאה 2+,1,1 יח'
7290114400848,GOOD PHARM - משקפי קריאה 3.0,נינבו אל. טרייד,GOOD PHARM - משקפי קריאה 3.0,1,1 יח'
7290114400862,GOOD PHARM - משקפי קריאה 4+,נינבו אל. טרייד,GOOD PHARM - משקפי קריאה 4+,1,1 יח'
7290114607315,"קולגייט - משחת שיניים מקס וויט 125 מ""ל * זוג",לא ידוע,"קולגייט - משחת שיניים מקס וויט 125 מ""ל * זוג",250,"100 מ""ל"
7290114724203,פוג'יקום - ראשי מברשת אוניברסליים תואם אורל בי 4 יח',לא ידוע,פוג'יקום - ראשי מברשת אוניברסליים תואם אורל בי 4 יח',4,1 יח'
7290114725040,"מירקל - קרש חיתוך אנטי בקטריאלי 23*34 ס""מ","פוג'יקום בע""מ","מירקל - קרש חיתוך אנטי בקטריאלי 23*34 ס""מ",1,1 יח'
7290115042900,לסרה - מברשת לניקוי ועיסוי הפנים,לא ידוע,לסרה - מברשת לניקוי ועיסוי הפנים,1,1 יח'
7290115043433,"פרוהייר - גלייז 60% קרם לחות 40% מתולתל 400 מ""ל",לא ידוע,"פרוהייר - גלייז 60% קרם לחות 40% מתולתל 400 מ""ל",400,"100 מ""ל"
7290115043839,לסרה - אבן גאושה רוז קוורץ,לא ידוע,לסרה - אבן גאושה רוז קוורץ,1,1 יח'
7290115044102,"פרוהייר - מוס לעיצוב תלתלים 300 מ""ל",לא ידוע,"פרוהייר - מוס לעיצוב תלתלים 300 מ""ל",300,"100 מ""ל"
7290115480207,"סוד - מרכך כביסה מרוכז מלדיביים 850 מ""ל",לא ידוע,"סוד - מרכך כביסה מרוכז מלדיביים 850 מ""ל",850,"100 מ""ל"
7290115480214,"סוד - מרכך כביסה מרוכז ג'ונגל 850 מ""ל",לא ידוע,"סוד - מרכך כביסה מרוכז ג'ונגל 850 מ""ל",850,"100 מ""ל"
7290116531762,בדין - דפים למייבש כביסה ורוד 40 יח',"קלינטסט - 3p ארה""ב",בדין - דפים למייבש כביסה ורוד 40 יח',40,1 יח'
7290116531779,בדין - דפים למייבש כביסה כחול 40 יח',"קלינטסט - 3p ארה""ב",בדין - דפים למייבש כביסה כחול 40 יח',40,1 יח'
7290116536279,"בדין -  אקסטרה פלוס ורוד 960 מ""ל","יוניליוור טיפוח אישי וביתי בע""מ","בדין -  אקסטרה פלוס ורוד 960 מ""ל",960,"100 מ""ל"
7290116537764,הלמנס - מיונז אמיתי לחיץ 385 גרם,יוניליוור ישראל,הלמנס - מיונז אמיתי לחיץ 385 גרם,385,100 גרם
7290118422426,אוסם - צ'יפס גלי 45 גרם,לא ידוע,אוסם - צ'יפס גלי 45 גרם,45,100 גרם
7290118818618,פיור סופלימנטס - ויטמין די 90 כמוסות,NBTY,פיור סופלימנטס - ויטמין די 90 כמוסות,100,1 יח'
7290119373345,אנרג'י - פריכיות משולשות אפונה ירוקה 30 גרם,"פרח תעשיות מזון בע""מ",אנרג'י - פריכיות משולשות אפונה ירוקה 30 גרם,30,100 גרם
7290119373352,אנרג'י - פריכיות משולשות סלק 30 גרם,"פרח תעשיות מזון בע""מ",אנרג'י - פריכיות משולשות סלק 30 גרם,30,100 גרם
7290119374106,עלית - קפה טורקי 200 גרם + 15% תוספת,שטראוס קפה בי.וי.,עלית - קפה טורקי 200 גרם + 15% תוספת,230,100 גרם
7290119380251,עלית - קפסולות קפה בטעם מייפל פקאן 10 יח',שטראוס קפה בי.וי.,עלית - קפסולות קפה בטעם מייפל פקאן 10 יח',10,1 יח'
7290119382279,"עלית - סוכריות חמאה 80 גרם לל""ס","INTERVAN,S.A","עלית - סוכריות חמאה 80 גרם לל""ס",80,100 גרם
7290120872165,"סטייל - סאן הייר שמפו שיקום וחשיפה לשמש 600 מ""ל","א.ל ארמן ייצור תמרוקים בע""מ","סטייל - סאן הייר שמפו שיקום וחשיפה לשמש 600 מ""ל",600,"100 מ""ל"
7290120872172,"סטייל - סאן הייר מרכך לשיקום וחשיפה לשמש 600 מ""ל","א.ל ארמן ייצור תמרוקים בע""מ","סטייל - סאן הייר מרכך לשיקום וחשיפה לשמש 600 מ""ל",600,"100 מ""ל"
7290121161862,טודיי - חטיף פרוטאין שוקולד צ'יפס 51 גרם,לא ידוע,טודיי - חטיף פרוטאין שוקולד צ'יפס 51 גרם,51,100 גרם
7290121640930,"פרמסי די - מנקה לשון עם קיסם שיניים לשימוש חד""פ 15 יח'",שאנזן ב. אינדסטוריאל,"פרמסי די - מנקה לשון עם קיסם שיניים לשימוש חד""פ 15 יח'",15,1 יח'
7290121803960,"בקבוק נירוסטה 600 מ""ל פיית סיליקון - מיני מאוס צבעי הקשת",NINGBO LAND KING,"בקבוק נירוסטה 600 מ""ל פיית סיליקון - מיני מאוס צבעי הקשת",1,1 יח'
7290122150063,סנו מקסימה - דפי בישום לחים למייבש הכביסה בניחוח בייבי 20 יח',דגיל,סנו מקסימה - דפי בישום לחים למייבש הכביסה בניחוח בייבי 20 יח',20,1 יח'
7290122782615,פיטנס - קרקר דק כוסמין ודבש 140 גרם,IL PL Yoqneam Osem Investment,פיטנס - קרקר דק כוסמין ודבש 140 גרם,140,100 גרם
7290122783841,אוסם - צ'יפס גלי שום פרמז'ן 45 גרם,ES TK Europe Snacks,אוסם - צ'יפס גלי שום פרמז'ן 45 גרם,45,100 גרם
7291044055641,GOOD PHARM - אטבי כביסה פסטל 50 יח',לא ידוע,GOOD PHARM - אטבי כביסה פסטל 50 יח',50,1 יח'
7291074004060,סולתם - סכין רב שימושית ידית מוגבהת כתום / ירוק / אדום / שחור,לא ידוע,סולתם - סכין רב שימושית ידית מוגבהת כתום / ירוק / אדום / שחור,1,1 יח'
7291074027564,סולתם - סכינים דמוי עץ / שיש 6 יח',לא ידוע,סולתם - סכינים דמוי עץ / שיש 6 יח',6,1 יח'
7296167020156,"GOOD PHARM - אציטון 100 מ""ל",לא ידוע,"GOOD PHARM - אציטון 100 מ""ל",100,"100 מ""ל"
7296168020148,GOOD PHARM - מקלוני אוזניים עץ 200 יח',לא ידוע,GOOD PHARM - מקלוני אוזניים עץ 200 יח',200,1 יח'
7296168076732,טופ מד - מדבקות לפצעונים 48 יח',לא ידוע,טופ מד - מדבקות לפצעונים 48 יח',48,1 יח'
7296168131998,סוויטי - מד חום מהיר גמיש 10 שניות דיגיטלי,לא ידוע,סוויטי - מד חום מהיר גמיש 10 שניות דיגיטלי,1,1 יח'
7296168201226,GOOD PHARM - מקלוני אוזניים לתינוקות 55 יח',לא ידוע,GOOD PHARM - מקלוני אוזניים לתינוקות 55 יח',55,1 יח'
7297028186783,גופיית נשים כ/ל שחור / לבן / גוף עם כתפיית ספגטי,לא ידוע,גופיית נשים כ/ל שחור / לבן / גוף עם כתפיית ספגטי,1,1 יח'
7297028189531,GOOD PHARM - קרסוליות נשים כותנה לייקרה לבן 36-41 רביעייה,לא ידוע,GOOD PHARM - קרסוליות נשים כותנה לייקרה לבן 36-41 רביעייה,4,1 יח'
7297028189579,GOOD PHARM - קרסוליות גברים נמוכות חצי מגבת לבן 40-46 שישייה,לא ידוע,GOOD PHARM - קרסוליות גברים נמוכות חצי מגבת לבן 40-46 שישייה,6,1 יח'
7297028189586,GOOD PHARM - קרסוליות גברים נמוכות חצי מגבת שחור 40-46 שישייה,לא ידוע,GOOD PHARM - קרסוליות גברים נמוכות חצי מגבת שחור 40-46 שישייה,6,1 יח'
7297028189630,GOOD PHARM - קרסוליות גברים פוליאסטר לייקרה 40-46 עשירייה,לא ידוע,GOOD PHARM - קרסוליות גברים פוליאסטר לייקרה 40-46 עשירייה,10,1 יח'
7297028189647,GOOD PHARM - קרסוליות נשים פוליאסטר לייקרה 36-41 עשירייה,לא ידוע,GOOD PHARM - קרסוליות נשים פוליאסטר לייקרה 36-41 עשירייה,10,1 יח'
7297028189678,GOOD PHARM - גרבי נשים כותנה לייקרה 36-41 שלישייה,לא ידוע,GOOD PHARM - גרבי נשים כותנה לייקרה 36-41 שלישייה,3,1 יח'
7297028192975,גרבי נשים בריאות לבן שחור שלישייה,לא ידוע,גרבי נשים בריאות לבן שחור שלישייה,3,1 יח'
7610700010709,"ריקולה - סוכריות בטעם לימון מנטה 50 גרם לל""ס",לא ידוע,"ריקולה - סוכריות בטעם לימון מנטה 50 גרם לל""ס",50,100 גרם
7613287070210,פורינה - מעדן לחתול גורמה רוליישן פטה עוף 57 גרם זוג,PL PL NWW,פורינה - מעדן לחתול גורמה רוליישן פטה עוף 57 גרם זוג,114,100 גרם
7613287070722,פורינה - מעדן לחתול גורמה רוליישן פטה סלמון 57 גרם זוג,PL PL NWW,פורינה - מעדן לחתול גורמה רוליישן פטה סלמון 57 גרם זוג,114,100 גרם
7613287186843,סטארבקס - קפסולות קפה ברקפסט בלנד 10 יח',לא ידוע,סטארבקס - קפסולות קפה ברקפסט בלנד 10 יח',10,1 יח'
7622200003938,"מילקה - מילקיניס אצבעות שוקולד 87.5 גרם כשל""פ",מונדליז,"מילקה - מילקיניס אצבעות שוקולד 87.5 גרם כשל""פ",87.5,100 גרם
7622202829628,מילקה - קרואסון במילוי וניל 50 גרם,מונדליז,מילקה - קרואסון במילוי וניל 50 גרם,50,100 גרם
7622202832260,מילקה - קרואסון במילוי שוקולד 50 גרם,מונדליז,מילקה - קרואסון במילוי שוקולד 50 גרם,50,100 גרם
7702018482740,ג'ילט - ונוס סימפלי סכיני גילוח חד פעמי 5 יח',לא ידוע,ג'ילט - ונוס סימפלי סכיני גילוח חד פעמי 5 יח',5,1 יח'
7702018978120,"ג'ילט - דאודורנט ג'ל לגבר קול וייב 70 מ""ל",לא ידוע,"ג'ילט - דאודורנט ג'ל לגבר קול וייב 70 מ""ל",70,"100 מ""ל"
7702018980819,"ג'ילט - ג'ל גילוח סירייס לעור רגיש 200 מ""ל",PROCTER AND GAMBLE,"ג'ילט - ג'ל גילוח סירייס לעור רגיש 200 מ""ל",200,"100 מ""ל"
7791293048864,"אקס - דאודורנט ספריי לגבר אפולו 150 מ""ל",יוניליוור,"אקס - דאודורנט ספריי לגבר אפולו 150 מ""ל",150,"100 מ""ל"
7791293048888,"אקס - דאודורנט ספריי לגבר בלאק 150 מ""ל",יוניליוור,"אקס - דאודורנט ספריי לגבר בלאק 150 מ""ל",150,"100 מ""ל"
7791293048918,"אקס - דאודורנט ספריי לגבר דארק טמפטיישן 150 מ""ל",לא ידוע,"אקס - דאודורנט ספריי לגבר דארק טמפטיישן 150 מ""ל",150,"100 מ""ל"
8000500029350,קינדר - בואנו 43 גרם * שלישייה,פררו תעשיות איטליה ס.ר.ל.,קינדר - בואנו 43 גרם * שלישייה,129,100 גרם
8000500071083,קינדר - אצבעות שוקולד חלב 200 גרם,פררו תעשיות איטליה ס.ר.ל.,קינדר - אצבעות שוקולד חלב 200 גרם,200,100 גרם
8000500121436,קינדר - בואנו לבן 39 גרם * שלישייה,פררו תעשיות איטליה ס.ר.ל.,קינדר - בואנו לבן 39 גרם * שלישייה,117,100 גרם
8000500256213,קינדר - שוקולד מיני 120 גרם,פררו תעשיות איטליה ס.ר.ל.,קינדר - שוקולד מיני 120 גרם,120,100 גרם
8000500396780,קינדר - בואנו מיני 97 גרם,פררו תעשיות איטליה ס.ר.ל.,קינדר - בואנו מיני 97 גרם,97,100 גרם
8000500454121,קינדר - בואנו דארק 39 גרם * שלישייה,פררו תעשיות איטליה ס.ר.ל.,קינדר - בואנו דארק 39 גרם * שלישייה,117,100 גרם
8001090184375,"פיירי - נוזל לניקוי כלים קלאסי ירוק 900 מ""ל",לא ידוע,"פיירי - נוזל לניקוי כלים קלאסי ירוק 900 מ""ל",900,"100 מ""ל"
8001090184412,"פיירי - נוזל כלים לימון שקוף 900 מ""ל",לא ידוע,"פיירי - נוזל כלים לימון שקוף 900 מ""ל",900,"100 מ""ל"
8001841053806,אולוויז - מקסי תחבושות עבות ללילה 10 יח',לא ידוע,אולוויז - מקסי תחבושות עבות ללילה 10 יח',10,1 יח'
8006530029902,"ג'ילט - דאודורנט ג'ל לגבר אנטיפרספרנט קול וייב 70 מ""ל",פרוקטר אנד גמבל,"ג'ילט - דאודורנט ג'ל לגבר אנטיפרספרנט קול וייב 70 מ""ל",70,"100 מ""ל"
8006540463147,טמפקס - קומפק טמפונים רגולר 24 יח',לא ידוע,טמפקס - קומפק טמפונים רגולר 24 יח',24,1 יח'
8006540463352,טמפקס - קומפק טמפונים סופר 24 יח',לא ידוע,טמפקס - קומפק טמפונים סופר 24 יח',24,1 יח'
8006540732342,אולוויז - ג'יגה פק סגול תחבושות לונג 32 יח',לא ידוע,אולוויז - ג'יגה פק סגול תחבושות לונג 32 יח',32,1 יח'
8006540732663,אולוויז - ג'יגה פק שחור תחבושות לילה בטוח 24 יח',לא ידוע,אולוויז - ג'יגה פק שחור תחבושות לילה בטוח 24 יח',24,1 יח'
8006540951767,אריאל - קפסולות ג'ל לכתמים קשים 23 יח',לא ידוע,אריאל - קפסולות ג'ל לכתמים קשים 23 יח',23,1 יח'
8006540951903,אריאל - קפסולות ג'ל בניחוח לנור 23 יח',לא ידוע,אריאל - קפסולות ג'ל בניחוח לנור 23 יח',23,1 יח'
8008912010072,ליגורי - לינגוויני מספר 7 500 גרם,לא ידוע,ליגורי - לינגוויני מספר 7 500 גרם,500,100 גרם
8008912010317,ליגורי - פוזילי מספר 31 500 גרם,לא ידוע,ליגורי - פוזילי מספר 31 500 גרם,500,100 גרם
8017331058329,ביוריפייר - ראש קונוס גומי מרענן סופט לרווחים צרים 40 יח',לא ידוע,ביוריפייר - ראש קונוס גומי מרענן סופט לרווחים צרים 40 יח',40,1 יח'
8410104045111,"פיניש - מלח למדיח כלים 2 ק""ג",לא ידוע,"פיניש - מלח למדיח כלים 2 ק""ג",2000,100 גרם
8420822132444,"יעקבי - KH-7 סופר מסיר כתמים בייבי 750 מ""ל",KH,"יעקבי - KH-7 סופר מסיר כתמים בייבי 750 מ""ל",750,"100 מ""ל"
8420822132482,"יעקבי - KH-7 סופר מסיר כתמים 750 מ""ל",לא ידוע,"יעקבי - KH-7 סופר מסיר כתמים 750 מ""ל",750,"100 מ""ל"
8423207207362,סלים דליס - חטיף דגנים מצופה שוקולד לבן 20 גרם * שישייה,"י. מרבה ישראל בע""מ",סלים דליס - חטיף דגנים מצופה שוקולד לבן 20 גרם * שישייה,120,100 גרם
8435495819271,אריאל - מסיר כתמים באבקה לכביסה צבעונית 500 גרם,לא ידוע,אריאל - מסיר כתמים באבקה לכביסה צבעונית 500 גרם,500,100 גרם
8445290776907,פורינה - גורמה פנסי פיסט פטה כבד 85 גרם,לא ידוע,פורינה - גורמה פנסי פיסט פטה כבד 85 גרם,85,100 גרם
8445291451728,סטארבקס - קפסולות קפה ריסטרטו שוט 10 יח',נסטלה נספרסו,סטארבקס - קפסולות קפה ריסטרטו שוט 10 יח',10,1 יח'
8700216057417,"פנטן - קרם לחות מוגברת 300 מ""ל",לא ידוע,"פנטן - קרם לחות מוגברת 300 מ""ל",300,"100 מ""ל"
8700216178976,אולוויז - דיסקריט תחבושות לבריחת שתן סמול פלוס 16 יח',לא ידוע,אולוויז - דיסקריט תחבושות לבריחת שתן סמול פלוס 16 יח',16,1 יח'
8700216179386,אולוויז - דיסקריט תחבושות לבריחת שתן נורמל 12 יח',לא ידוע,אולוויז - דיסקריט תחבושות לבריחת שתן נורמל 12 יח',12,1 יח'
8700216199438,אורל בי - ראשי מברשת חשמלית iO לניקוי עדין לבן 4 יח',לא ידוע,אורל בי - ראשי מברשת חשמלית iO לניקוי עדין לבן 4 יח',4,1 יח'
8700216199483,אורל בי - ראשי מברשת חשמלית iO לניקוי אולטימטיבי שחור 4 יח',לא ידוע,אורל בי - ראשי מברשת חשמלית iO לניקוי אולטימטיבי שחור 4 יח',4,1 יח'
8700216211727,"הרבל אסנס - שמפו בניחוח ורדים 350 מ""ל",לא ידוע,"הרבל אסנס - שמפו בניחוח ורדים 350 מ""ל",350,"100 מ""ל"
8700216388306,ג'ילט - פיוזן 5 סכיני גילוח 12 יח',לא ידוע,ג'ילט - פיוזן 5 סכיני גילוח 12 יח',12,1 יח'
8700216418416,"הד אנד שולדרס - מן שמפו אולטרה 625 מ""ל",לא ידוע,"הד אנד שולדרס - מן שמפו אולטרה 625 מ""ל",625,"100 מ""ל"
8700216418492,"הד אנד שולדרס - שמפו 2 ב-1 קלאסי 625 מ""ל",לא ידוע,"הד אנד שולדרס - שמפו 2 ב-1 קלאסי 625 מ""ל",625,"100 מ""ל"
8700216527729,"פנטן - מרכך קלאסי 600 מ""ל",לא ידוע,"פנטן - מרכך קלאסי 600 מ""ל",600,"100 מ""ל"
8700216593694,"הד אנד שולדרס - שמפו מגע משי 625 מ""ל",לא ידוע,"הד אנד שולדרס - שמפו מגע משי 625 מ""ל",625,"100 מ""ל"
8700216623872,קוקידנט - קומפליט משחת הצמדה 47 גרם חדש,לא ידוע,קוקידנט - קומפליט משחת הצמדה 47 גרם חדש,47,100 גרם
8700216631969,"הרבל אסנס - שמפו בניחוח קמומיל 350 מ""ל",פרוקטר אנד גמבל,"הרבל אסנס - שמפו בניחוח קמומיל 350 מ""ל",350,"100 מ""ל"
8700216704779,לנור - כדוריות הבושם בניחוח פריחת האביב 495 גרם,פרוקטר אנד גמבל,לנור - כדוריות הבושם בניחוח פריחת האביב 495 גרם,495,100 גרם
8700216704861,לנור - כדוריות הבושם בניחוח רענן 495 גרם,פרוקטר אנד גמבל,לנור - כדוריות הבושם בניחוח רענן 495 גרם,495,100 גרם
8700216732673,לנור - כדוריות הבושם בניחוח רענן 150 גרם,פרוקטר אנד גמבל,לנור - כדוריות הבושם בניחוח רענן 150 גרם,150,100 גרם
8700216804714,אריאל - קפסולות ג'ל לכביסה בניחוח לנור 44 יח',פרוקטר אנד גמבל,אריאל - קפסולות ג'ל לכביסה בניחוח לנור 44 יח',44,1 יח'
8700216890984,פמפרס - פרימיום מידה 3 32 יח',פרוקטר אנד גמבל,פמפרס - פרימיום מידה 3 32 יח',32,1 יח'
8700216891011,פמפרס - פרימיום מידה 6 22 יח',פרוקטר אנד גמבל,פמפרס - פרימיום מידה 6 22 יח',22,1 יח'
8700216891103,פמפרס - פרימיום מידה 5 24 יח',פרוקטר אנד גמבל,פמפרס - פרימיום מידה 5 24 יח',24,1 יח'
8700216940955,ג'ילט - ונוס תות מכשיר גילוח + 2 סכינים + מתלה,פרוקטר אנד גמבל,ג'ילט - ונוס תות מכשיר גילוח + 2 סכינים + מתלה,4,1 יח'
8710447224342,"טרזמה - שמפו קרטין 400 מ""ל",יונילוור פולין - HPC,"טרזמה - שמפו קרטין 400 מ""ל",400,"100 מ""ל"
8710447320655,"דאב - דאודורנט ספריי לאישה מלפפון תה ירוק 150 מ""ל",לא ידוע,"דאב - דאודורנט ספריי לאישה מלפפון תה ירוק 150 מ""ל",150,"100 מ""ל"
8712400802499,נוטרילון - שלב 1 800 גרם,לא ידוע,נוטרילון - שלב 1 800 גרם,800,100 גרם
8712561485524,"וזלין - קרם ידיים עם קרטין 75 מ""ל",יוניליוור ישראל,"וזלין - קרם ידיים עם קרטין 75 מ""ל",75,"100 מ""ל"
8712561594608,"דאב - תחליב רחצה להזנה עמוקה 750 מ""ל",יוניליוור ישראל,"דאב - תחליב רחצה להזנה עמוקה 750 מ""ל",750,"100 מ""ל"
8714789572543,"פלמוליב - סבון ידיים אקווריום 500 מ""ל",COLGATE PALMOLIVE,"פלמוליב - סבון ידיים אקווריום 500 מ""ל",500,"100 מ""ל"
8714789582764,"אג'קס - ספריי לניקוי חלונות 750 מ""ל",COLGATE PALMOLIVE,"אג'קס - ספריי לניקוי חלונות 750 מ""ל",750,"100 מ""ל"
8717163655764,"רקסונה - דאודורנט ספריי לאישה שוואר פרש 150 מ""ל",יונילוור אנגליה לידס - HPC,"רקסונה - דאודורנט ספריי לאישה שוואר פרש 150 מ""ל",150,"100 מ""ל"
8717163663493,"רקסונה מן - דאודורנט ספריי לגבר קובלט 150 מ""ל",יונילוור אנגליה לידס - HPC,"רקסונה מן - דאודורנט ספריי לגבר קובלט 150 מ""ל",150,"100 מ""ל"
8717163714850,"דאב - דאודורנט ספריי לאישה קוקוס ויסמין 150 מ""ל",לא ידוע,"דאב - דאודורנט ספריי לאישה קוקוס ויסמין 150 מ""ל",150,"100 מ""ל"
8718117607662,"נוטרילון - A.R תמ""ל 900 גרם כשל""פ",לא ידוע,"נוטרילון - A.R תמ""ל 900 גרם כשל""פ",900,100 גרם
8718951579545,"מרידול - משחת שיניים לחניכיים רגישות קלאסי 75 מ""ל",COLGATE PALMOLIVE,"מרידול - משחת שיניים לחניכיים רגישות קלאסי 75 מ""ל",75,"100 מ""ל"
8718951650855,"אג'קס - ג'ל לשירותים עם אקונומיקה 3 ב-1 750 מ""ל",COLGATE PALMOLIVE,"אג'קס - ג'ל לשירותים עם אקונומיקה 3 ב-1 750 מ""ל",750,"100 מ""ל"
8718951700857,קולגייט - מברשת שיניים טוטאל פחם 2 יח',לא ידוע,קולגייט - מברשת שיניים טוטאל פחם 2 יח',2,1 יח'
8718951722507,"פלמוליב - תחליב רחצה שקדים 750 מ""ל",פלמוליב,"פלמוליב - תחליב רחצה שקדים 750 מ""ל",750,"100 מ""ל"
